qubits,theta_radians,entangle,flip_last,shots,seed,counts,norm,fidelity,tvd,checks,passed,elapsed_seconds
4,0.0,False,True,1000,42,"{""0001"": 1000}",1.0,1.0,0.0,"{""normalized"": true, ""probabilities_match"": true, ""reference_fidelity"": true, ""shots_conserved"": true, ""valid_bitstrings"": true}",True,0.31215852800232824
4,0.0,True,False,1000,42,"{""0000"": 1000}",1.0,1.0,0.0,"{""normalized"": true, ""probabilities_match"": true, ""reference_fidelity"": true, ""shots_conserved"": true, ""valid_bitstrings"": true}",True,0.32799022301333025
4,0.0,True,True,1000,42,"{""0001"": 1000}",1.0,1.0,0.0,"{""normalized"": true, ""probabilities_match"": true, ""reference_fidelity"": true, ""shots_conserved"": true, ""valid_bitstrings"": true}",True,0.3392389340006048
4,1.5707963267948966,False,False,1000,42,"{""0000"": 493, ""1000"": 507}",0.9999999657714582,0.9999999657714581,0.007000000000000117,"{""normalized"": true, ""probabilities_match"": true, ""reference_fidelity"": true, ""shots_conserved"": true, ""valid_bitstrings"": true}",True,0.3202594059985131
4,1.5707963267948966,False,True,1000,42,"{""0001"": 493, ""1001"": 507}",0.9999999657714582,0.9999999657714581,0.007000000000000117,"{""normalized"": true, ""probabilities_match"": true, ""reference_fidelity"": true, ""shots_conserved"": true, ""valid_bitstrings"": true}",True,0.16443535200960469
4,1.5707963267948966,True,False,1000,42,"{""0000"": 493, ""1111"": 507}",0.9999999657714582,0.9999999657714581,0.007000000000000117,"{""normalized"": true, ""probabilities_match"": true, ""reference_fidelity"": true, ""shots_conserved"": true, ""valid_bitstrings"": true}",True,0.17450134200043976
4,1.5707963267948966,True,True,1000,42,"{""0001"": 507, ""1110"": 493}",0.9999999657714582,0.9999999657714581,0.006999999999999895,"{""normalized"": true, ""probabilities_match"": true, ""reference_fidelity"": true, ""shots_conserved"": true, ""valid_bitstrings"": true}",True,0.17733470299572218
4,3.141592653589793,False,False,1000,42,"{""1000"": 1000}",1.000000000000002,1.0,1.874699728327322e-33,"{""normalized"": true, ""probabilities_match"": true, ""reference_fidelity"": true, ""shots_conserved"": true, ""valid_bitstrings"": true}",True,0.1490289699868299
4,3.141592653589793,False,True,1000,42,"{""1001"": 1000}",1.000000000000002,1.0,1.874699728327322e-33,"{""normalized"": true, ""probabilities_match"": true, ""reference_fidelity"": true, ""shots_conserved"": true, ""valid_bitstrings"": true}",True,0.15350952399603557
4,3.141592653589793,True,False,1000,42,"{""1111"": 1000}",1.000000000000002,1.0,1.874699728327322e-33,"{""normalized"": true, ""probabilities_match"": true, ""reference_fidelity"": true, ""shots_conserved"": true, ""valid_bitstrings"": true}",True,0.1748220220033545
4,3.141592653589793,True,True,1000,42,"{""1110"": 1000}",1.000000000000002,1.0,1.874699728327322e-33,"{""normalized"": true, ""probabilities_match"": true, ""reference_fidelity"": true, ""shots_conserved"": true, ""valid_bitstrings"": true}",True,0.17486728800577112
